UID,Fullname,Version,Insurance
558,Gussie Fox,2.4,Liberty Mutual
915,Lily Frank,2.1,Progressive
084,Catherine Stephens,1.2,Kemper
982,Alfred Fields,3.0,State Farm
186,Chad Maxwell,1.0,Travelers
122,Alejandro Barnes,1.5,Travelers
712,Mollie Burke,2.6,Auto-Owners Insurance
058,Robert Ramirez,2.0,Travelers
862,Rosa Tate,1.2,Kemper
970,Winifred Wilkerson,1.5,State Farm
640,Justin Doyle,1.5,State Farm
218,Barbara Fowler,2.1,USAA
957,Duane Spencer,2.0,Travelers
628,Fanny Brown,2.4,State Farm
307,Jennie Davis,2.1,State Farm
008,Hilda Hogan,2.7,Auto-Owners Insurance
447,Bertie Walters,2.4,Auto-Owners Insurance
494,Erik Wong,1.2,Travelers
916,Kevin Fitzgerald,2.6,Travelers
961,Christopher Clark,2.2,Travelers
836,Steve Roberts,1.5,Progressive
645,Jerry McGee,2.2,Progressive
568,Jon Salazar,2.2,USAA
961,Mike Simpson,3.0,USAA
711,John Daniels,4.0,Liberty Mutual
485,Logan Alexander,2.1,State Farm
903,Mario Brewer,3.0,Travelers
700,Birdie Griffin,1.1,Kemper
698,Theresa Norton,2.7,Kemper
394,Mabel Barton,2.9,Progressive
391,Alex Rivera,1.5,Auto-Owners Insurance
236,Mason Zimmerman,3.0,State Farm
127,Delia Hill,2.3,State Farm
284,Jorge Bradley,1.0,Liberty Mutual
604,Olga Hampton,2.1,State Farm
652,Allie Ferguson,2.5,Progressive
056,Evelyn Jefferson,2.0,Travelers
294,Amelia Reed,1.3,State Farm
198,Madge Casey,2.1,Travelers
570,Lois Pierce,1.5,Progressive
827,Vera Padilla,2.0,Travelers
748,Augusta Haynes,1.1,Kemper
031,Johanna Coleman,1.5,Progressive
122,Roger Wheeler,2.9,Allstate Corp
252,Annie Greene,2.5,Liberty Mutual
649,Lucy Hicks,3.0,USAA
546,Cory Alvarez,1.3,Travelers
398,Willie Gordon,2.2,Liberty Mutual
046,Kate Hanson,2.9,USAA
400,Danny Frank,1.5,Allstate Corp
560,Betty Schultz,2.7,Allstate Corp
246,Lura Stewart,1.3,Progressive
653,Vincent Allison,1.0,USAA
197,Lula Sharp,3.0,Travelers
777,Lewis Vargas,1.0,Allstate Corp
197,Jeremiah Blake,1.0,State Farm
324,Earl Wilkerson,2.2,State Farm
417,Blake Brewer,2.1,USAA
710,Shane Soto,2.2,Auto-Owners Insurance
356,Edna Curry,4.0,Travelers
968,Cameron Stanley,1.0,Travelers
271,Amy Wilson,2.7,Allstate Corp
158,Cynthia Wilkins,1.1,Kemper
174,Nathan Allison,2.0,Allstate Corp
578,Rachel Davis,1.2,Travelers
766,Christine Bridges,1.0,State Farm
474,Loretta Boyd,2.5,Auto-Owners Insurance
816,Floyd Hicks,3.0,State Farm
719,Harold Vega,2.6,Allstate Corp
789,Blake Perkins,1.0,Auto-Owners Insurance
327,Inez Harper,2.3,Liberty Mutual
468,Noah Frank,4.0,State Farm
193,Sam Ingram,2.9,USAA
574,Mike Sandoval,2.5,Auto-Owners Insurance
256,Amelia Lamb,1.3,State Farm
386,Theresa Wade,2.6,Travelers
779,Carolyn Webb,1.0,Kemper
270,Robert Estrada,1.3,Kemper
392,May Snyder,1.5,Progressive
977,Pauline Gonzales,1.0,Progressive
825,Mayme Weber,1.0,Allstate Corp
583,Emma Lawrence,2.9,State Farm
619,Alfred Fleming,1.0,Kemper
470,Fred Chambers,1.2,Liberty Mutual
180,Mamie Chandler,2.5,Kemper
913,Gussie Mason,3.0,Travelers
394,Jack Boone,2.2,Travelers
974,Francis Ballard,2.6,Progressive
288,Belle Sparks,1.1,Travelers
383,Lucy Curtis,2.6,USAA
961,Lela Clayton,3.0,Liberty Mutual
523,Eleanor Bryan,1.2,Allstate Corp
572,Cecilia Daniel,2.5,Kemper
336,William McKenzie,1.5,USAA
095,Mildred Roberts,1.3,State Farm
721,Leroy Valdez,1.0,Allstate Corp
449,Devin Richardson,2.4,Liberty Mutual
612,Justin Meyer,2.2,USAA
462,Minnie Cunningham,2.0,Auto-Owners Insurance
279,Jose Rose,2.7,USAA
766,Lilly Kelley,2.9,Travelers
790,Lena Copeland,2.1,USAA
572,Rhoda McDaniel,2.1,Travelers
097,Nicholas Hansen,2.3,Allstate Corp
412,Jared Morales,2.2,Kemper
971,Pauline Bates,2.1,Travelers
247,Alvin Lyons,1.5,Travelers
516,Larry Maxwell,4.0,Auto-Owners Insurance
488,Frances Davis,2.3,Kemper
806,Maggie Zimmerman,2.7,USAA
649,Jack Lee,2.5,Kemper
999,Ricardo Ross,3.0,State Farm
753,Terry Palmer,2.2,Liberty Mutual
236,Curtis Henderson,1.1,Progressive
166,Lottie Howard,1.2,Kemper
108,Dennis Barton,3.0,Liberty Mutual
572,Richard Goodwin,1.2,State Farm
025,Jesse Robertson,2.4,Progressive
030,Lucille Gonzales,2.3,Progressive
892,Alexander Love,2.6,Kemper
381,Bruce Kim,2.9,Progressive
059,Oscar Harrington,2.7,Liberty Mutual
303,Derrick Fitzgerald,1.5,USAA
003,Violet Delgado,2.0,Travelers
148,Lester Carter,2.5,Travelers
172,Lloyd Morales,1.1,Kemper
205,Jerry Burgess,2.7,USAA
728,Janie Moran,2.3,Allstate Corp
600,Nina Graham,2.7,Allstate Corp
687,Edith McCarthy,2.6,USAA
940,Fanny Harris,3.0,Kemper
162,Christine Peters,2.5,Kemper
092,Charlotte Potter,4.0,Travelers
974,Angel Reeves,2.7,Allstate Corp
483,Oscar Wells,2.5,Auto-Owners Insurance
880,Jesus Russell,2.2,Allstate Corp
000,Evan Morris,1.1,Kemper
220,Rachel Phelps,2.9,State Farm
274,Marvin Cooper,1.5,USAA
194,Lina Jackson,1.0,State Farm
829,Maude Hicks,2.2,Kemper
067,Elva Daniel,2.0,Auto-Owners Insurance
081,Isaiah Blake,1.3,Progressive
293,Dylan Pope,2.0,Auto-Owners Insurance
391,Emma Boone,2.2,State Farm
133,Violet McBride,1.5,USAA
551,Cora Becker,2.3,Travelers
020,Sallie Doyle,2.4,Travelers
796,Sarah Bell,3.0,Auto-Owners Insurance
944,Leona Wagner,2.9,Progressive
550,Derek Powers,2.7,State Farm
490,Ina Alexander,2.6,Liberty Mutual
516,Harriet Burns,2.6,Kemper
567,Ruth Stanley,2.6,Travelers
525,Adrian Bowen,2.2,State Farm
946,Joshua Elliott,3.0,USAA
694,Carrie Ellis,2.6,Allstate Corp
424,Violet Bridges,1.3,State Farm
227,Lucinda Frazier,2.0,USAA
461,Ronald Sutton,2.4,Kemper
335,Verna Phelps,1.2,Kemper
141,Jay Saunders,1.1,Travelers
947,Leah Wilkerson,2.7,Liberty Mutual
972,Birdie Reynolds,1.2,USAA
444,Todd Nichols,1.0,Liberty Mutual
902,Augusta Nichols,2.4,State Farm
924,May Wade,2.2,USAA
096,Luis Burns,2.9,USAA
480,Victoria Hall,2.7,Liberty Mutual
385,Nathan Harper,4.0,State Farm
898,Laura Hodges,1.2,Travelers
416,Josie Larson,1.1,Auto-Owners Insurance
094,Beatrice Graves,4.0,Travelers
743,Corey McCoy,4.0,Auto-Owners Insurance
942,Andre Fitzgerald,2.0,Liberty Mutual
150,Charlie Barrett,1.1,USAA
791,Violet Reese,2.7,Progressive
458,Jack Norris,2.6,Kemper
709,Alex Martin,4.0,Travelers
080,Fanny Gutierrez,3.0,USAA
418,Douglas Henry,1.1,Liberty Mutual
511,Lillian Tran,2.6,Liberty Mutual
386,Earl Dennis,2.3,Allstate Corp
572,Ethel Wilson,2.6,Liberty Mutual
106,Eva Cruz,2.7,Progressive
411,Georgie Haynes,2.9,Kemper
446,Brandon Sullivan,1.0,Liberty Mutual
085,Victoria Blake,2.9,USAA
773,Jonathan Bryan,2.3,Allstate Corp
460,Nell French,2.9,Kemper
026,Clifford Edwards,1.1,Progressive
512,Katie Wilkerson,2.2,Progressive
784,Delia Singleton,1.2,Kemper
143,Leah Burgess,3.0,Travelers
631,Carolyn Harvey,2.9,Liberty Mutual
838,Eunice Goodwin,1.2,Progressive
225,Ellen Brock,2.6,Allstate Corp
709,Matilda Murray,1.5,USAA
866,Agnes Powell,2.7,USAA
779,Stella Greene,3.0,Liberty Mutual
246,Callie Nichols,1.1,Liberty Mutual
969,Marcus Stone,2.0,Allstate Corp
805,Leon Ramos,2.0,Liberty Mutual
867,Alan Holmes,1.2,Progressive
809,Julia Stephens,1.3,Progressive
601,Elmer Sims,1.0,Liberty Mutual
982,Craig Abbott,1.3,USAA
453,Donald Newton,4.0,Allstate Corp
632,Louisa Ray,2.5,Auto-Owners Insurance
703,Calvin Gregory,3.0,Auto-Owners Insurance
734,Lizzie Nichols,1.5,Allstate Corp
377,Olga Benson,4.0,Travelers
795,Eugene Vega,1.0,USAA
803,Mabel Rhodes,1.3,Progressive
753,Russell Mann,4.0,Auto-Owners Insurance
911,Ethan Payne,2.3,Travelers
353,Louis Boone,2.1,USAA
014,Herman Powers,1.2,Kemper
502,Minnie James,1.3,Allstate Corp
539,Lucy Richardson,2.3,USAA
272,Janie Hampton,1.0,Auto-Owners Insurance
630,Bettie Graves,2.3,Progressive
139,Callie Boone,1.3,Liberty Mutual
021,Carl Webster,2.7,USAA
545,Adelaide Logan,2.3,USAA
962,Angel Guerrero,2.5,Liberty Mutual
527,Hester Cross,2.4,Travelers
059,Dominic Burton,1.1,Auto-Owners Insurance
732,Lucinda Barton,2.2,USAA
437,Addie Santiago,1.3,Kemper
558,Jimmy Thompson,3.0,State Farm
284,Hettie Henderson,2.1,State Farm
815,Ola McCarthy,2.1,Auto-Owners Insurance
658,George Fields,3.0,USAA
371,Roger Spencer,2.1,Travelers
014,Ann Floyd,2.7,Liberty Mutual
497,Luke Cruz,4.0,USAA
057,Minnie Reeves,2.7,Liberty Mutual
319,Don Goodwin,2.6,Kemper
663,Hannah Reed,2.7,Travelers
954,Minerva Graves,2.3,Travelers
828,Adam Cortez,2.2,Liberty Mutual
460,Milton Baker,2.7,Kemper
122,Lou Thornton,1.3,Allstate Corp
775,Irene Harrison,2.0,Liberty Mutual
312,Sallie Jennings,2.9,State Farm
323,Mamie Edwards,2.4,Travelers
373,Eliza Tran,1.3,Travelers
139,Sophia Keller,1.5,State Farm
880,Chad Patrick,2.9,Progressive
030,Francis Jackson,2.4,Kemper
570,Darrell Park,1.5,Progressive
159,Andre Chambers,1.3,State Farm
514,Jeff Davis,2.2,Allstate Corp
203,Nell Miles,2.0,State Farm
844,Stella Jones,2.5,State Farm
011,Miguel Fernandez,2.2,Progressive
593,Jonathan Bush,2.9,Kemper
185,Olive Miller,1.0,Auto-Owners Insurance
425,Leo Meyer,2.4,USAA
767,Elizabeth Miller,4.0,Auto-Owners Insurance
272,Miguel Huff,4.0,Kemper
376,Todd Turner,2.6,Auto-Owners Insurance
273,Alberta Salazar,1.1,USAA
560,Etta Nash,2.7,Travelers
872,Sophia Lynch,4.0,Progressive
172,Milton Hicks,2.1,Progressive
102,Mittie Henry,1.1,Kemper
681,Cora Cain,2.2,Progressive
511,Miguel Chapman,2.7,USAA
007,Shane Allison,2.4,USAA
232,Evan Green,2.0,Auto-Owners Insurance
248,Charlotte Page,2.2,USAA
345,Elva Watkins,2.4,Kemper
897,Luis Osborne,4.0,Travelers
464,Lettie Simmons,1.0,Travelers
821,Gabriel Evans,2.6,Liberty Mutual
252,Leonard Carson,1.0,Auto-Owners Insurance
001,Fred Ray,2.7,Auto-Owners Insurance
660,Danny Silva,2.3,State Farm
067,Lois Kelly,2.6,Liberty Mutual
372,Jean Phillips,2.4,Liberty Mutual
629,Victor Patton,1.1,USAA
575,Amanda Butler,1.1,Liberty Mutual
871,Eula Wallace,4.0,USAA
521,Elijah Neal,2.1,Allstate Corp
025,May McKinney,2.9,Travelers
592,Nora Thomas,2.7,State Farm
967,Lilly Wallace,2.5,USAA
606,Clarence Daniel,4.0,Auto-Owners Insurance
877,Amanda Hopkins,1.3,Kemper
055,Michael Wilkins,2.3,State Farm
708,Tillie Peterson,2.9,Kemper
572,Leo Warner,2.7,Progressive
612,Rhoda Roberts,2.0,State Farm
438,Benjamin Nelson,1.3,Allstate Corp
723,Wesley Greene,4.0,Auto-Owners Insurance
601,Marguerite Maldonado,1.1,Auto-Owners Insurance
941,Leroy Stephens,1.2,USAA
121,Wayne Bell,1.2,Auto-Owners Insurance
768,Miguel Singleton,2.3,Auto-Owners Insurance
181,Eleanor Bowman,4.0,Liberty Mutual
575,Sue Ruiz,2.6,Allstate Corp
892,Richard Goodwin,2.9,State Farm
923,Cory Torres,2.1,Progressive
337,Lucile Sherman,2.7,Kemper
348,Derrick Warren,2.4,Kemper
549,Violet Jensen,2.9,Progressive
085,Lydia Kelley,2.9,Allstate Corp
198,Carlos Jordan,2.7,Liberty Mutual
182,May Medina,2.9,Kemper
618,Mario Stevens,1.0,State Farm
329,Clifford Ray,1.5,Kemper
117,Nettie Lucas,2.9,Kemper
949,Mina Lowe,2.4,Progressive
078,Elmer Jimenez,3.0,Travelers
409,Leonard Kennedy,2.0,Allstate Corp
685,Johanna Waters,2.3,USAA
956,Leona Obrien,1.1,Progressive
374,Edgar Thornton,1.1,Progressive
708,Clara Howard,2.9,Travelers
141,Ella Barrett,4.0,State Farm
102,Estelle Moreno,2.0,Liberty Mutual
670,Marcus Padilla,2.4,Auto-Owners Insurance
750,Cecelia Morton,2.1,State Farm
366,Michael Stevens,1.1,Allstate Corp
994,Evan Murray,2.7,Liberty Mutual
778,Ida Ross,2.1,Travelers
613,Rodney Oliver,4.0,Kemper
188,Harriett Burgess,2.5,Auto-Owners Insurance
334,Irene Saunders,2.0,Travelers
559,Jonathan Harvey,3.0,USAA
379,Dale Barber,2.3,Liberty Mutual
835,Alvin Young,2.1,Liberty Mutual
602,John Banks,2.7,USAA
251,Katherine Moran,1.2,Progressive
322,Ruth Harvey,1.0,Liberty Mutual
158,Christina Snyder,2.6,Travelers
101,Adam Murray,2.2,Allstate Corp
651,Mike Henderson,2.1,Auto-Owners Insurance
424,Tommy Powell,2.5,Travelers
741,Loretta Lamb,1.0,Liberty Mutual
022,Mason Harrison,2.2,Allstate Corp
505,Cora Christensen,2.3,State Farm
232,Betty Elliott,2.2,State Farm
300,Walter Ramos,2.2,State Farm
158,Isaiah Thompson,1.3,Allstate Corp
992,Alberta Green,1.5,Auto-Owners Insurance
844,Catherine Snyder,1.1,Kemper
445,Alice Stephens,2.3,Auto-Owners Insurance
626,Matilda Bell,1.5,Auto-Owners Insurance
838,Charles Knight,2.0,Kemper
802,Iva McCoy,2.6,Liberty Mutual
541,Roxie Riley,1.0,Kemper
320,Rosetta Johnston,1.1,State Farm
607,Adeline Lloyd,3.0,State Farm
724,Marvin Rodriguez,1.5,Liberty Mutual
463,Bernard Graves,2.1,Kemper
667,Linnie Cole,2.0,Travelers
276,Alta Park,2.4,USAA
763,Melvin Sanders,2.5,State Farm
071,Theodore Paul,1.0,State Farm
369,Charlie Wade,1.5,Progressive
456,Calvin Rivera,1.5,Travelers
882,Ida Cooper,2.3,USAA
863,Madge Butler,2.3,Travelers
144,Travis Woods,1.2,Liberty Mutual
782,Ronnie Palmer,2.9,Travelers
019,Curtis Carlson,2.9,State Farm
994,Alejandro Black,2.5,Allstate Corp
231,Elizabeth Baker,2.0,State Farm
872,Donald Holloway,1.2,USAA
239,Maggie Phillips,4.0,State Farm
775,Betty Reese,2.6,State Farm
374,Martha Weaver,1.1,Kemper
158,Michael Sanchez,1.2,Allstate Corp
529,Maude Webb,2.7,Travelers
793,Lina Lopez,1.0,Liberty Mutual
697,Francis Padilla,2.3,Allstate Corp
047,Luke Huff,3.0,Allstate Corp
467,Gussie Glover,1.3,State Farm
226,Lura Cooper,2.6,Kemper
111,Christina Green,2.1,Auto-Owners Insurance
901,Seth Wright,1.0,Kemper
035,Lola Todd,1.0,Allstate Corp
076,Nelle Wells,2.1,Travelers
631,Ola Anderson,2.6,State Farm
726,Elva Thomas,1.0,Kemper
788,Frederick Richards,2.2,Auto-Owners Insurance
068,Nancy Butler,2.9,Progressive
675,Ray Hampton,1.1,Kemper
955,Alex Curtis,1.5,Allstate Corp
763,Polly Ferguson,2.1,Liberty Mutual
024,Isaac Herrera,2.2,State Farm
462,Ida Meyer,2.4,State Farm
263,Alice McBride,2.0,USAA
955,Scott Lawson,2.0,USAA
302,Ora Simpson,2.1,Progressive
146,Ella Reynolds,3.0,Kemper
046,Jesus Castillo,2.9,Allstate Corp
135,Joseph King,1.5,Liberty Mutual
411,Frank Lynch,2.5,Allstate Corp
293,Bernice Richardson,2.6,Kemper
751,Isabella Conner,2.2,Progressive
626,Roger Reid,1.0,Progressive
170,Leona Moss,1.0,State Farm
506,Bess Clarke,2.1,Liberty Mutual
666,Oscar Matthews,1.2,Auto-Owners Insurance
436,Fred Carr,1.1,Allstate Corp
474,Inez Harris,2.5,State Farm
673,Maurice Floyd,2.4,Auto-Owners Insurance
344,Bessie Tate,1.1,USAA
571,Martin Gregory,1.5,USAA
442,Clarence Medina,2.3,State Farm
132,Hettie Hodges,1.3,Kemper
828,Pauline Romero,1.0,Allstate Corp
364,Lucile Briggs,2.1,Liberty Mutual
997,Tommy Walters,1.2,USAA
567,Travis Dennis,1.1,Auto-Owners Insurance
199,Landon Alexander,2.3,Liberty Mutual
733,Hattie Frank,1.1,Auto-Owners Insurance
233,Miguel Mason,3.0,Travelers
019,Alberta Guzman,2.0,Auto-Owners Insurance
829,David Rivera,2.0,Allstate Corp
838,Adelaide McGee,2.7,Progressive
524,Barbara Thompson,2.7,Travelers
017,Ruth Morgan,2.3,Travelers
728,Polly Barnett,2.1,State Farm
441,Herman Duncan,1.1,Liberty Mutual
095,Curtis Gutierrez,1.5,USAA
355,James Diaz,2.6,Auto-Owners Insurance
942,Ella Meyer,1.0,Auto-Owners Insurance
578,Tillie Oliver,1.0,USAA
527,Dora Cobb,2.2,Allstate Corp
502,Cynthia Bates,2.1,Auto-Owners Insurance
293,Cora Quinn,2.6,Liberty Mutual
093,Harold Brady,1.0,Travelers
093,Lida French,2.4,State Farm
490,Billy Hodges,2.3,Liberty Mutual
878,Ivan Hunter,1.5,Allstate Corp
188,Clara Nelson,1.3,Kemper
446,Gavin Roberts,2.5,Progressive
214,Manuel Burke,1.0,Kemper
126,Wesley Mann,2.3,Kemper
738,Hilda Perkins,2.7,Progressive
444,Victoria West,1.0,Auto-Owners Insurance
133,Agnes King,1.1,State Farm
525,Helen Ray,3.0,Progressive
721,Bess Wallace,1.2,Kemper
771,Florence Morgan,2.0,Travelers
081,Jared Griffith,2.1,Auto-Owners Insurance
569,Ethan Gibson,2.9,Auto-Owners Insurance
144,Mable Peters,4.0,Travelers
599,Marc Barker,1.2,Kemper
391,David Thomas,2.5,Travelers
909,Gilbert Schwartz,2.2,Kemper
889,Chase Washington,2.2,Allstate Corp
235,Lewis Austin,1.5,State Farm
953,Lucas Chandler,2.7,Travelers
425,Brett Ingram,1.0,Allstate Corp
946,Alfred Nelson,2.7,Kemper
052,Keith Adkins,1.0,Progressive
597,Fannie Conner,1.1,Progressive
112,Jim Norris,2.3,Liberty Mutual
571,Helena Norton,2.0,State Farm
646,Hettie Fitzgerald,2.3,USAA
827,Isaiah Rice,1.1,Auto-Owners Insurance
179,Ricardo Singleton,2.4,Auto-Owners Insurance
443,Jerry Fernandez,2.1,Liberty Mutual
653,Evan Brock,2.3,Allstate Corp
445,Eliza Nguyen,1.3,Progressive
811,Marguerite Russell,2.2,Allstate Corp
956,Jimmy Carlson,1.5,Kemper
716,Victoria Martin,2.7,Auto-Owners Insurance
670,Ora Carr,1.1,Progressive
312,Hulda Oliver,2.4,State Farm
151,Shawn Lane,1.3,Allstate Corp
093,Betty Gutierrez,1.1,Progressive
251,Lucinda Riley,1.5,Travelers
726,Virgie Sutton,2.3,Liberty Mutual
917,Eula Newton,1.5,Liberty Mutual
996,Leila Wood,1.0,State Farm
691,Estelle Black,2.1,Auto-Owners Insurance
821,Ann Curtis,1.3,State Farm
759,Sean Morrison,1.5,Liberty Mutual
607,Evelyn Burgess,2.1,State Farm
387,Stella Reed,1.3,State Farm
801,Alfred Steele,2.4,State Farm
172,Barry Maldonado,1.3,USAA
500,Hettie McGee,1.5,Liberty Mutual
102,Ina Cole,1.5,Liberty Mutual
559,Ann Sanchez,2.5,Liberty Mutual
095,Nelle Brady,1.1,State Farm
058,Dylan Zimmerman,2.2,Allstate Corp
231,Mary Moore,2.5,Travelers
424,Lucy Morrison,2.4,Kemper
027,Isaac Young,1.5,Kemper
697,Lou Wolfe,2.2,Liberty Mutual
667,Effie Olson,2.7,Allstate Corp
310,Bryan Smith,1.2,Liberty Mutual
284,Earl Matthews,2.2,Auto-Owners Insurance
984,Aaron Massey,2.2,Kemper
589,Gene Lawson,2.4,Kemper
640,Glenn Gardner,1.1,USAA
145,Iva Schultz,1.0,Kemper
487,Madge Shaw,1.0,State Farm
762,Gerald Lindsey,1.1,State Farm
978,Randall Lopez,2.4,Kemper
727,Mario Hogan,1.2,Liberty Mutual
828,Tony Freeman,2.0,State Farm
757,Gregory Medina,2.0,Liberty Mutual
349,Bertha Dunn,2.3,Travelers
007,Rachel Bishop,2.6,Kemper
559,Theresa Shelton,2.1,Liberty Mutual
833,Tom Rodgers,1.1,Progressive
178,Lola Wells,4.0,Travelers
036,Bessie Price,1.1,Progressive
590,Leah Washington,1.0,Auto-Owners Insurance
689,Andre Gilbert,2.7,Travelers
794,Francis Wade,2.0,State Farm
123,Julia Carroll,1.5,Progressive
195,Minnie Jacobs,1.5,USAA
627,Carl Ramirez,2.9,Travelers
460,Eric Rodriquez,1.3,Progressive
180,Isabelle Mason,2.4,Travelers
585,Lenora Olson,1.2,Travelers
940,Eleanor Lambert,2.9,Kemper
117,Lilly Ramos,2.5,Progressive
659,Lou Gardner,2.9,Progressive
133,Alan Harrington,2.2,State Farm
315,Cory Kennedy,2.9,USAA
923,Emma Foster,2.0,Allstate Corp
388,Martha Marshall,1.1,Kemper
732,Rachel Jensen,2.4,Progressive
499,Helen Parker,4.0,Kemper
297,Jorge Richardson,2.2,Allstate Corp
090,Alejandro Clarke,2.0,Auto-Owners Insurance
013,Annie Nelson,1.0,Liberty Mutual
960,Tony Cole,2.0,Auto-Owners Insurance
812,Rachel Hamilton,2.2,Auto-Owners Insurance
646,Lee Cummings,1.0,USAA
731,Maud Harvey,2.1,Progressive
224,Ruby Gibson,1.1,Allstate Corp
854,Curtis Anderson,1.3,Kemper
225,Ollie Blair,1.3,USAA
286,Eugenia Osborne,1.2,Progressive
740,Don Terry,2.6,USAA
286,Connor Strickland,2.3,Allstate Corp
504,Nancy Blake,1.5,Progressive
489,Edna Carroll,2.0,Liberty Mutual
981,Donald Sanchez,2.2,Auto-Owners Insurance
080,Derrick Castillo,2.7,USAA
248,Sara Griffin,1.5,Allstate Corp
025,Rose Nguyen,2.9,Allstate Corp
421,Eugenia Thomas,1.5,Progressive
131,Tommy Townsend,1.1,Allstate Corp
705,Caleb Wade,4.0,Liberty Mutual
688,Floyd Hernandez,1.0,Travelers
265,Alex Wilson,1.5,Auto-Owners Insurance
094,Elmer Stanley,1.2,State Farm
798,Fanny Barnes,1.5,State Farm
466,Maggie Floyd,2.9,USAA
808,Eula Glover,3.0,Kemper
270,Josie Collins,2.1,Kemper
501,Alma Evans,2.4,Progressive
522,Amy Stevenson,1.1,USAA
122,Victor Lyons,2.0,Allstate Corp
771,Hallie Gordon,2.6,Kemper
060,Dorothy Dennis,1.3,State Farm
624,Ann Graves,3.0,Travelers
487,Mabel Marsh,1.1,State Farm
584,Nathaniel Moreno,2.0,Progressive
540,Daniel Hampton,1.3,Liberty Mutual
395,Lizzie Johnston,2.4,Liberty Mutual
744,Glen Luna,2.7,Liberty Mutual
102,Gerald Andrews,2.1,Liberty Mutual
518,Francis Santos,1.2,USAA
485,Melvin Love,2.4,Liberty Mutual
295,Estella Mendez,2.1,Progressive
124,Roy Hale,2.4,Travelers
693,Fred Owens,3.0,USAA
283,Alice Webster,1.2,Liberty Mutual
446,Teresa Bridges,1.0,Liberty Mutual
865,Lucas Underwood,2.1,Travelers
737,Dominic Nash,2.1,State Farm
223,Max Daniel,4.0,Auto-Owners Insurance
544,Violet Banks,2.4,Auto-Owners Insurance
959,Hulda Bailey,2.9,Travelers
837,Theodore Mack,1.3,Liberty Mutual
362,Eric Freeman,2.0,USAA
692,Douglas Carter,2.9,Liberty Mutual
807,Nellie Hansen,1.1,Kemper
232,Christopher McKenzie,1.1,Kemper
892,Allie Roberts,1.3,Allstate Corp
016,Eddie Price,2.3,Progressive
693,Danny Thomas,2.7,Auto-Owners Insurance
056,Nora Chavez,2.2,Allstate Corp
735,Clayton Fields,1.3,Progressive
060,Rose Graham,1.3,Auto-Owners Insurance
961,Cora Bowman,1.1,USAA
280,Jeremiah Barton,1.2,Travelers
087,Erik Freeman,2.4,Kemper
281,Ellen Lane,2.3,Progressive
314,Carrie Knight,2.9,Kemper
450,Rebecca Bennett,2.6,Progressive
690,Jorge Pearson,1.1,Kemper
722,Bettie Hardy,2.3,USAA
827,Keith Shelton,1.5,Travelers
795,Brandon Moody,2.4,Travelers
603,Joel Green,2.2,Kemper
074,Bernard Steele,1.2,Kemper
589,Carlos Curry,3.0,Kemper
365,Nina Knight,2.0,Allstate Corp
202,Frances Stevens,4.0,Kemper
544,Etta Vargas,3.0,State Farm
828,Helen Moody,1.0,State Farm
548,Hattie Carlson,2.9,Travelers
367,Katherine Gregory,2.1,Kemper
910,Clyde Baker,1.5,Travelers
428,Jim Thomas,2.1,State Farm
217,Claudia Evans,2.2,Travelers
581,Steve Vargas,2.4,Auto-Owners Insurance
291,Birdie Davidson,1.5,Kemper
777,Chase Paul,1.1,Allstate Corp
093,Edith Powers,1.5,USAA
788,Minnie Watts,1.3,State Farm
242,Christina Andrews,1.3,State Farm
324,Allen Singleton,1.0,Travelers
814,Henry Simmons,1.3,Auto-Owners Insurance
047,Dora Burke,2.0,Travelers
389,Henry Mack,1.5,Travelers
582,Scott Gonzales,1.0,Liberty Mutual
397,Shawn Park,1.5,USAA
189,Phillip Vargas,3.0,Kemper
157,Dean Briggs,1.0,State Farm
347,Sallie Lewis,1.2,Progressive
882,Maude Wheeler,2.2,Progressive
070,David Bradley,2.6,Auto-Owners Insurance
010,Jeanette Lane,2.4,Auto-Owners Insurance
496,Joel Burgess,4.0,Kemper
943,Clara Boyd,2.4,USAA
215,Beulah Grant,3.0,Travelers
477,Ivan Long,4.0,USAA
592,Katharine Romero,1.2,Progressive
100,Ethel Snyder,4.0,Auto-Owners Insurance
357,Harriett Fowler,2.9,Progressive
719,Mina Massey,2.9,Liberty Mutual
945,Tillie Marshall,2.9,USAA
630,Emma Robinson,1.2,Travelers
689,Olga Patton,1.2,Travelers
648,Manuel Reese,4.0,Auto-Owners Insurance
713,Harry Anderson,2.0,Kemper
566,Iva Washington,1.0,State Farm
142,Victoria Fox,2.4,Allstate Corp
508,Alfred Williamson,2.5,Kemper
122,Nathan Curtis,1.3,Kemper
450,Estelle Wong,2.2,Travelers
915,Herbert Hicks,1.0,Liberty Mutual
199,Lewis Anderson,4.0,Liberty Mutual
652,Willie Bush,1.3,Auto-Owners Insurance
798,Lura Dean,4.0,Progressive
325,Justin Goodman,1.2,Kemper
587,Elnora Powers,2.3,State Farm
300,Kate Herrera,2.1,State Farm
678,Tillie Doyle,2.5,State Farm
853,Eugene Ruiz,2.4,USAA
730,Edna Robinson,2.4,Allstate Corp
176,Andrew Bradley,2.0,Auto-Owners Insurance
019,Lydia Edwards,2.7,Allstate Corp
201,Linnie Glover,2.9,Progressive
417,Betty Morgan,4.0,State Farm
312,Elva Chavez,2.7,Allstate Corp
739,Jessie Cox,1.3,State Farm
484,Jon Gutierrez,2.3,USAA
573,Jeff McKinney,2.3,Progressive
